Timestamp,Address,Status,Cost
2025-11-28 03:36:33,Dom Fuas Roupinho,ZERO_RESULTS,1
2025-11-28 03:36:34,Militar Quinta do Olival,ZERO_RESULTS,1
2025-11-28 03:36:36,Amudsen,ZERO_RESULTS,1
2025-11-28 03:36:37,Fonte do Louro,ZERO_RESULTS,1
2025-11-28 03:36:38,São João Nepomuceno,ZERO_RESULTS,1
2025-11-28 03:36:40,Carlos Alberto da Mota Pinto,ZERO_RESULTS,1
2025-11-28 03:36:41,Oliveira Cadornega Bairro das Amendoeiras,ZERO_RESULTS,1
2025-11-28 03:39:00,Mirante,ZERO_RESULTS,1
2025-11-28 03:39:01,24 de Julho,ZERO_RESULTS,1
2025-11-28 03:39:02,António Augusto de Aguiar,ZERO_RESULTS,1
2025-11-28 03:39:04,Picadeiro,ZERO_RESULTS,1
2025-11-28 03:39:05,Prata,ZERO_RESULTS,1
2025-11-28 03:39:06,Capitão-Mor Lopes Sequeira Bairro das Amendoeiras,ZERO_RESULTS,1
2025-11-28 03:39:08,Marquês Soveral,ZERO_RESULTS,1
2025-11-28 03:39:09,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-11-28 03:39:11,Braamcamp,ZERO_RESULTS,1
2025-11-28 03:39:12,Ginestal Machado,ZERO_RESULTS,1
2025-11-28 03:39:13,Rio Zêzere,ZERO_RESULTS,1
2025-11-28 03:39:15,Penha de França,ZERO_RESULTS,1
2025-11-28 03:39:16,Pedreiras,ZERO_RESULTS,1
2025-11-28 03:39:17,Manuela Porto,ZERO_RESULTS,1
2025-11-28 03:39:19,Almirante Gago Coutinho,ZERO_RESULTS,1
2025-11-28 03:39:20,Aniceto do Rosário,ZERO_RESULTS,1
2025-11-28 03:39:21,Boa-Hora,ZERO_RESULTS,1
2025-11-28 03:39:23,Escola Politécnica,ZERO_RESULTS,1
2025-11-28 03:39:24,Amoreira,ZERO_RESULTS,1
2025-11-28 03:39:26,Engenheiro António Maria de Avelar,ZERO_RESULTS,1
2025-11-28 03:39:27,Paulo Martins,ZERO_RESULTS,1
2025-11-28 03:39:28,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-11-28 03:39:30,Almirante Barroso,ZERO_RESULTS,1
2025-11-28 03:39:31,Garrett,ZERO_RESULTS,1
2025-11-28 03:39:32,Mouzinho de Albuquerque,ZERO_RESULTS,1
2025-11-28 03:39:34,Guarda-Jóias,ZERO_RESULTS,1
2025-11-28 03:39:35,Fanqueiros,ZERO_RESULTS,1
2025-11-28 03:39:36,Rua José Mergulhão,ZERO_RESULTS,1
2025-11-28 03:39:38,Fala-Só,ZERO_RESULTS,1
2025-11-28 03:39:39,Maestro Raul Ferrão,ZERO_RESULTS,1
2025-11-28 03:39:41,Correeiros,ZERO_RESULTS,1
2025-11-28 03:39:42,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-11-28 03:39:43,Castelo Branco Chaves,ZERO_RESULTS,1
2025-11-28 03:39:45,André Vidal Negreiros Bairro das Amendoeiras,ZERO_RESULTS,1
2025-11-28 03:39:46,Rua Sousa Martins,ZERO_RESULTS,1
2025-11-28 03:39:47,Eugénio de Castro,ZERO_RESULTS,1
2025-11-28 03:39:49,Afonso de Paiva,ZERO_RESULTS,1
2025-11-28 03:39:50,Louro Quinta Louro,ZERO_RESULTS,1
2025-11-28 03:39:52,Feliciano de Sousa,ZERO_RESULTS,1
2025-11-28 03:39:53,Fiéis de Deus,ZERO_RESULTS,1
2025-11-28 03:39:54,Pardal,ZERO_RESULTS,1
2025-11-28 03:39:55,Rui Barbosa,ZERO_RESULTS,1
2025-11-28 03:39:57,Santa Clara,ZERO_RESULTS,1
2025-11-28 03:39:58,Pretas,ZERO_RESULTS,1
2025-11-28 03:40:00,Teatros,ZERO_RESULTS,1
2025-11-28 03:40:01,Quinta do Jacinto,ZERO_RESULTS,1
2025-11-28 03:40:02,Cidade de Lourenço Marques,ZERO_RESULTS,1
2025-11-28 03:40:04,Maria Lalande,ZERO_RESULTS,1
2025-11-28 03:40:05,Almada Negreiros,ZERO_RESULTS,1
2025-11-28 03:40:06,Artur Lamas,ZERO_RESULTS,1
2025-11-28 03:44:54,República,ZERO_RESULTS,1
2025-11-28 03:44:58,Doutor José Alberto de Faria,ZERO_RESULTS,1
2025-11-28 03:45:11,São Paulo,ZERO_RESULTS,1
2025-11-28 03:45:15,Conde,SUCCESS,1
2025-11-28 03:45:19,Professor César Oliveira Rua Professor Damião Peres,ZERO_RESULTS,1
2025-11-28 03:45:43,Professor Sousa da Câmara,ZERO_RESULTS,1
2025-11-28 03:45:58,Belém,ZERO_RESULTS,1
2025-11-28 03:46:05,Casal Ribeiro,ZERO_RESULTS,1
2025-11-28 03:46:18,Alferes Mota da Costa,ZERO_RESULTS,1
2025-11-28 03:46:48,Carriche,ZERO_RESULTS,1
2025-11-28 03:46:51,Garcia,ZERO_RESULTS,1
2025-11-28 03:47:08,Fonte do Louro,ZERO_RESULTS,1
2025-11-28 03:47:15,Carlos Alberto da Mota Pinto,ZERO_RESULTS,1
2025-11-28 03:55:37,Avelino Teixeira da Mota Bairro da Flamenga,ZERO_RESULTS,1
2025-11-28 03:55:49,Penha de França,ZERO_RESULTS,1
2025-11-28 03:56:01,Aniceto do Rosário,ZERO_RESULTS,1
2025-11-28 03:56:11,Engenheiro António Maria de Avelar,ZERO_RESULTS,1
2025-11-28 03:56:15,Paulo Martins,ZERO_RESULTS,1
2025-11-28 03:56:58,André Vidal Negreiros Bairro das Amendoeiras,ZERO_RESULTS,1
2025-11-28 03:57:12,Louro Quinta Louro,ZERO_RESULTS,1
2025-11-28 03:57:27,Santa Clara,ZERO_RESULTS,1
2025-11-28 03:57:30,Pretas,ZERO_RESULTS,1
2025-11-28 03:57:36,Quinta do Jacinto,ZERO_RESULTS,1
2025-11-28 04:05:51,República,ZERO_RESULTS,1
2025-11-28 04:05:57,Doutor José Alberto de Faria,ZERO_RESULTS,1
2025-11-28 04:06:09,São Paulo,ZERO_RESULTS,1
2025-11-28 04:06:12,Conde,SUCCESS,1
2025-11-28 04:06:16,Professor César Oliveira Rua Professor Damião Peres,ZERO_RESULTS,1
2025-11-28 04:06:42,Professor Sousa da Câmara,ZERO_RESULTS,1
2025-11-28 09:38:34,nan,ZERO_RESULTS,1
2025-11-28 09:38:39,Rua Teste,SUCCESS,1
2025-11-28 09:42:52,nan,SUCCESS,1
2025-11-28 09:42:53,nan,SUCCESS,1
2025-11-28 09:48:19,nan,SUCCESS,1
2025-11-28 09:48:19,nan,ZERO_RESULTS,1
2025-11-28 09:48:21,XYZABC123 Rua Inexistente,SUCCESS,1
2025-11-28 09:48:25,nan,ZERO_RESULTS,1
2025-11-28 10:22:00,nan,ZERO_RESULTS,1
2025-11-28 10:22:01,nan,ZERO_RESULTS,1
2025-11-28 10:22:02,XYZABC123 Rua Inexistente,ZERO_RESULTS,1
2025-11-28 10:22:04,nan,ZERO_RESULTS,1
2025-11-28 10:22:06,"Avenida da Liberdade, 50",ZERO_RESULTS,1
2025-11-28 10:25:24,nan,ZERO_RESULTS,1
2025-11-28 10:25:25,nan,ZERO_RESULTS,1
2025-11-28 10:25:26,XYZABC123 Rua Inexistente,ZERO_RESULTS,1
2025-11-28 10:25:28,nan,ZERO_RESULTS,1
2025-11-28 10:25:30,"Avenida da Liberdade, 50",ZERO_RESULTS,1
2025-11-28 10:26:13,nan,ZERO_RESULTS,1
2025-11-28 10:26:14,nan,ZERO_RESULTS,1
2025-11-28 10:26:15,XYZABC123 Rua Inexistente,ZERO_RESULTS,1
2025-11-28 10:26:17,nan,ZERO_RESULTS,1
2025-11-28 10:26:19,"Avenida da Liberdade, 50",ZERO_RESULTS,1
2025-11-28 10:32:28,nan,ZERO_RESULTS,1
2025-11-28 10:32:29,nan,ZERO_RESULTS,1
2025-11-28 10:32:31,XYZABC123 Rua Inexistente,ZERO_RESULTS,1
2025-11-28 10:32:32,nan,ZERO_RESULTS,1
2025-11-28 10:32:35,"Avenida da Liberdade, 50",ZERO_RESULTS,1
2025-11-28 12:32:56,"Rua Exemplo, 123",SUCCESS,1
2025-11-28 12:48:13,5 de Outubro,ZERO_RESULTS,1
2025-11-28 12:48:21,"Rua Luís Cristino da Silva, Bairro dos Lóios, Marvila, Lisboa, 1950-172, Portugal",ZERO_RESULTS,1
2025-11-28 12:48:25,Benfica,ZERO_RESULTS,1
2025-11-28 12:49:06,Belém,ZERO_RESULTS,1
2025-11-28 12:49:17,São Nicolau,ZERO_RESULTS,1
2025-11-28 12:49:42,Dom António Caetano de Sousa,ZERO_RESULTS,1
2025-11-28 12:49:52,Gregório Lopes Torres do Restelo,ZERO_RESULTS,1
2025-11-28 12:50:17,Sul,ZERO_RESULTS,1
2025-11-28 12:50:54,Vale de Santo António,ZERO_RESULTS,1
2025-11-28 12:51:07,Rodrigues,ZERO_RESULTS,1
2025-11-28 12:51:20,Laje,ZERO_RESULTS,1
2025-11-28 12:51:24,Caridade,ZERO_RESULTS,1
2025-11-28 12:52:50,República,ZERO_RESULTS,1
2025-11-28 12:53:26,Carriche,ZERO_RESULTS,1
2025-11-28 12:53:34,Cidade de Porto Amélia,ZERO_RESULTS,1
2025-11-28 12:53:39,João Palma Ferreira Bairro da Flamenga,ZERO_RESULTS,1
2025-11-28 12:53:56,José Luís Garcia Rodrigues Bairro Alto da Ajuda,ZERO_RESULTS,1
2025-11-28 13:02:53,José Viana Zona 1B,ZERO_RESULTS,1
2025-11-28 13:02:58,António Gedeão Bairro das Salgadas,ZERO_RESULTS,1
2025-11-28 13:03:25,António Saúde,ZERO_RESULTS,1
2025-11-28 13:03:46,Dinah Silveira de Queiroz Bairro das Salgadas,ZERO_RESULTS,1
2025-11-28 13:18:53,Cidade,ZERO_RESULTS,1
2025-11-28 13:19:05,Hortas,ZERO_RESULTS,1
2025-11-28 13:19:32,Comandante Fontoura da Costa,ZERO_RESULTS,1
2025-11-28 13:19:36,Rainha Dona Brites Bairro Boavista,ZERO_RESULTS,1
2025-11-28 13:27:55,Cidade,ZERO_RESULTS,1
2025-11-28 13:28:07,Hortas,ZERO_RESULTS,1
2025-11-28 13:28:32,Comandante Fontoura da Costa,ZERO_RESULTS,1
2025-11-28 13:28:36,Rainha Dona Brites Bairro Boavista,ZERO_RESULTS,1
2025-11-30 23:54:01,São Miguel,ZERO_RESULTS,1
2025-11-30 23:54:15,Carriche,ZERO_RESULTS,1
2025-11-30 23:54:29,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-11-30 23:56:26,São Miguel,ZERO_RESULTS,1
2025-11-30 23:56:40,Carriche,ZERO_RESULTS,1
2025-11-30 23:56:56,Paulo Dias de Novais Bairro das Amendoeiras,ZERO_RESULTS,1
2025-11-30 23:58:57,Carriche,ZERO_RESULTS,1
2025-12-21 12:52:01,Casal Vistoso,ZERO_RESULTS,1
2025-12-21 12:52:19,Escola de Medicina Veterinária,ZERO_RESULTS,1
2025-12-21 12:52:22,Mar,ZERO_RESULTS,1
2025-12-21 12:52:33,Buraca,SUCCESS,1
2025-12-21 12:52:40,Uruguai,ZERO_RESULTS,1
2025-12-21 12:52:50,Galvão,ZERO_RESULTS,1
2025-12-21 12:52:55,Galinheiras,ZERO_RESULTS,1
2025-12-21 12:52:58,Alcântara,ZERO_RESULTS,1
2025-12-21 12:53:08,Tomás Del Negro Alta de Lisboa,ZERO_RESULTS,1
2025-12-21 12:53:11,Atafonas,ZERO_RESULTS,1
2025-12-21 12:53:41,Quintinha,ZERO_RESULTS,1
2025-12-21 12:54:02,Junqueira,ZERO_RESULTS,1
2025-12-21 12:54:19,Santo António dos Capuchos,ZERO_RESULTS,1
2025-12-21 12:54:37,República,ZERO_RESULTS,1
2025-12-21 13:02:10,Cidade de Manchester,ERROR: HTTPSConnectionPool(host='maps.googleapis.com', port=443): Max retries exceeded with url: /maps/api/geocode/json?address=Cidade+de+Manchester&components=administrative_area%3ALisboa+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++%7Ccountry%3APT%7Cpostal_code%3A1170-721&key=AIzaSyAFV7m8Qv3rqlUA90rnYGMqVB25wrwQUOU (Caused by NameResolutionError("HTTPSConnection(host='maps.googleapis.com', port=443): Failed to resolve 'maps.googleapis.com' ([Errno 11001] getaddrinfo failed)")),0
2025-12-21 13:02:34,Casal Vistoso,ZERO_RESULTS,1
2025-12-21 13:03:10,Fernando Palha,ZERO_RESULTS,1
2025-12-21 13:03:18,Escola de Medicina Veterinária,ZERO_RESULTS,1
2025-12-21 13:03:23,Mar,ZERO_RESULTS,1
2025-12-21 13:03:33,Buraca,SUCCESS,1
2025-12-21 13:03:38,Uruguai,ZERO_RESULTS,1
2025-12-21 13:03:49,Galvão,ZERO_RESULTS,1
2025-12-21 13:03:53,Galinheiras,ZERO_RESULTS,1
2025-12-21 13:03:57,Alcântara,ZERO_RESULTS,1
2025-12-21 13:04:04,Tomás Del Negro Alta de Lisboa,ZERO_RESULTS,1
2025-12-21 13:04:08,Atafonas,ZERO_RESULTS,1
2025-12-21 13:04:38,Quintinha,ZERO_RESULTS,1
2025-12-21 13:05:04,Junqueira,ZERO_RESULTS,1
2025-12-21 13:05:19,Santo António dos Capuchos,ZERO_RESULTS,1
2025-12-21 13:05:36,República,ZERO_RESULTS,1
2025-12-21 13:05:42,Cidade de Manchester,ZERO_RESULTS,1
2025-12-21 13:05:50,Particular Rua Manuel Soares Guedes,ZERO_RESULTS,1
2025-12-21 13:07:51,Casal Vistoso,ZERO_RESULTS,1
2025-12-21 13:08:06,Escola de Medicina Veterinária,ZERO_RESULTS,1
2025-12-21 13:08:09,Mar,ZERO_RESULTS,1
2025-12-21 13:08:20,Buraca,SUCCESS,1
2025-12-21 13:08:26,Uruguai,ZERO_RESULTS,1
2025-12-21 13:08:35,Galvão,ZERO_RESULTS,1
2025-12-21 13:08:39,Galinheiras,ZERO_RESULTS,1
2025-12-21 13:08:44,Alcântara,ZERO_RESULTS,1
2025-12-21 13:08:52,Tomás Del Negro Alta de Lisboa,ZERO_RESULTS,1
2025-12-21 13:08:56,Atafonas,ZERO_RESULTS,1
2025-12-21 13:09:26,Quintinha,ZERO_RESULTS,1
2025-12-21 13:09:51,Junqueira,ZERO_RESULTS,1
2025-12-21 13:10:07,Santo António dos Capuchos,ZERO_RESULTS,1
2025-12-21 13:10:23,República,ZERO_RESULTS,1
2025-12-21 13:10:30,Cidade de Manchester,ZERO_RESULTS,1
2025-12-21 13:10:36,Particular Rua Manuel Soares Guedes,ZERO_RESULTS,1
2025-12-21 13:15:20,Casal Vistoso,ZERO_RESULTS,1
2025-12-21 13:15:33,Escola de Medicina Veterinária,ZERO_RESULTS,1
2025-12-21 13:15:37,Mar,ZERO_RESULTS,1
2025-12-21 13:15:48,Buraca,SUCCESS,1
2025-12-21 13:15:55,Uruguai,ZERO_RESULTS,1
2025-12-21 13:16:04,Galvão,ZERO_RESULTS,1
2025-12-21 13:16:08,Galinheiras,ZERO_RESULTS,1
2025-12-21 13:16:12,Alcântara,ZERO_RESULTS,1
2025-12-21 13:16:20,Tomás Del Negro Alta de Lisboa,ZERO_RESULTS,1
2025-12-21 13:16:23,Atafonas,ZERO_RESULTS,1
2025-12-21 13:16:55,Quintinha,ZERO_RESULTS,1
2025-12-21 13:17:18,Junqueira,ZERO_RESULTS,1
2025-12-21 13:17:37,Santo António dos Capuchos,ZERO_RESULTS,1
2025-12-21 13:17:54,República,ZERO_RESULTS,1
2025-12-21 13:18:00,Cidade de Manchester,ZERO_RESULTS,1
2025-12-21 13:18:07,Particular Rua Manuel Soares Guedes,ZERO_RESULTS,1
2025-12-21 13:19:39,Casal Vistoso,ZERO_RESULTS,1
2025-12-21 13:19:53,Escola de Medicina Veterinária,ZERO_RESULTS,1
2025-12-21 13:19:57,Mar,ZERO_RESULTS,1
2025-12-21 13:20:07,Buraca,SUCCESS,1
2025-12-21 13:20:13,Uruguai,ZERO_RESULTS,1
2025-12-21 13:20:22,Galvão,ZERO_RESULTS,1
2025-12-21 13:20:26,Galinheiras,ZERO_RESULTS,1
2025-12-21 13:20:30,Alcântara,ZERO_RESULTS,1
2025-12-21 13:20:38,Tomás Del Negro Alta de Lisboa,ZERO_RESULTS,1
2025-12-21 13:20:41,Atafonas,ZERO_RESULTS,1
2025-12-21 13:21:09,Quintinha,ZERO_RESULTS,1
2025-12-21 13:21:34,Junqueira,ZERO_RESULTS,1
2025-12-21 13:21:51,Santo António dos Capuchos,ZERO_RESULTS,1
2025-12-21 13:22:10,República,ZERO_RESULTS,1
2025-12-21 13:22:15,Cidade de Manchester,ZERO_RESULTS,1
2025-12-21 13:22:22,Particular Rua Manuel Soares Guedes,ZERO_RESULTS,1
2025-12-21 13:27:26,Alfinetes,ZERO_RESULTS,1
2025-12-21 13:27:38,Tapada,ZERO_RESULTS,1
2025-12-21 14:58:00,Alfinetes,ZERO_RESULTS,1
2025-12-21 14:58:10,Tapada,ZERO_RESULTS,1
2025-12-21 15:09:49,Lisboa,SUCCESS,1
